,x,y,type
548,50.36323,-21.350397,disadvantaged user
549,46.798218,-29.449364,disadvantaged user
550,48.850628,2.331355,disadvantaged user
551,3.0564485,37.056465,disadvantaged user
552,-23.102976,50.963436,disadvantaged user
553,86.59272,37.47877,disadvantaged user
554,3.7038927,-83.384056,disadvantaged user
555,12.0672035,-41.00021,disadvantaged user
556,-47.17466,10.761002,disadvantaged user
557,93.011604,32.342247,disadvantaged user
558,-52.979855,4.265287,disadvantaged user
559,10.57509,20.154968,disadvantaged user
560,50.286613,-20.052563,disadvantaged user
561,-29.347261,-46.473473,disadvantaged user
562,43.596405,5.395956,disadvantaged user
563,96.64414,28.63259,disadvantaged user
564,24.200722,33.747208,disadvantaged user
565,-31.303503,87.30049,disadvantaged user
566,31.674314,-2.2688642,disadvantaged user
567,98.708916,3.9472172,disadvantaged user
568,23.547758,30.755959,disadvantaged user
569,-32.75456,-49.185116,disadvantaged user
570,14.201901,-12.390714,disadvantaged user
571,-16.617012,13.656835,disadvantaged user
572,-12.609755,8.717747,disadvantaged user
573,6.4135895,8.370551,disadvantaged user
574,89.31319,5.3527,disadvantaged user
575,94.28307,25.60172,disadvantaged user
576,27.974648,29.92092,disadvantaged user
577,64.392136,-15.71359,disadvantaged user
578,47.326786,1.6876947,disadvantaged user
579,91.9963,30.496124,disadvantaged user
580,21.700766,30.870834,disadvantaged user
581,92.15203,1.5116413,disadvantaged user
582,43.455948,-26.656458,disadvantaged user
583,48.608704,-10.028872,disadvantaged user
584,22.71324,19.090656,disadvantaged user
585,0.48967272,24.762882,disadvantaged user
586,69.984634,-4.123117,disadvantaged user
587,94.40484,28.195662,disadvantaged user
588,-27.923939,-13.551851,disadvantaged user
589,-32.67361,-21.857222,disadvantaged user
590,-25.179167,44.245075,disadvantaged user
591,93.62603,34.535828,disadvantaged user
592,-42.175407,15.244858,disadvantaged user
593,27.01783,-39.90146,disadvantaged user
594,91.56621,30.925797,disadvantaged user
595,3.1211052,26.926182,disadvantaged user
596,9.010764,17.029379,disadvantaged user
597,59.83797,-65.79857,disadvantaged user
598,35.626087,10.545882,disadvantaged user
599,2.1134534,-20.173672,disadvantaged user
600,37.913574,-34.601635,disadvantaged user
601,53.386776,-20.149221,disadvantaged user
